rainfall,temperature,humidity,soil_type,crop_type,acres,water_required
265.86,37.96,82.67,clay,maize,4.53,781.04
84.86,22.99,49.78,silt,cotton,4.6,501.97
192.3,36.52,56.47,silt,sugarcane,4.23,745.01
266.99,25.83,61.84,silt,rice,3.98,585.65
195.78,36.17,88.1,loam,maize,4.45,766.07
229.5,38.41,58.27,sandy,rice,4.44,621.65
143.01,28.55,59.05,clay,wheat,2.16,287.64
73.11,27.3,72.67,clay,maize,4.88,422.66
164.48,36.04,60.96,silt,sugarcane,3.69,363.73
148.62,30.59,87.56,sandy,sugarcane,2.17,454.96
266.77,33.69,84.72,silt,rice,2.49,346.25
111.0,32.46,65.67,sandy,cotton,3.59,272.07
291.68,23.06,72.24,silt,sugarcane,2.12,572.57
289.53,36.9,42.9,silt,rice,4.22,770.95
111.91,23.92,74.79,sandy,cotton,1.17,254.56
137.01,38.65,75.36,clay,maize,4.58,549.79
273.89,25.01,57.96,clay,sugarcane,1.86,430.19
291.66,34.68,50.98,loam,sugarcane,1.19,296.45
160.86,25.69,85.75,sandy,rice,4.36,366.13
130.25,26.36,61.34,clay,sugarcane,1.58,348.42
181.52,26.2,72.69,clay,rice,4.3,577.4
221.94,34.96,41.67,sandy,sugarcane,1.83,371.79
118.37,31.14,60.7,clay,rice,4.7,510.08
234.12,37.66,80.86,sandy,sugarcane,1.49,396.09
62.91,26.15,59.38,clay,maize,0.81,206.66
62.32,33.84,70.16,silt,maize,4.71,664.81
146.57,35.06,50.49,sandy,rice,1.25,222.78
138.37,23.03,60.83,sandy,maize,4.75,501.46
128.91,28.01,86.38,clay,rice,4.21,728.44
172.75,29.66,68.32,sandy,rice,0.87,160.51
130.18,27.11,85.1,loam,wheat,2.5,456.28
98.06,26.44,85.1,loam,maize,0.83,208.26
127.37,33.73,87.21,sandy,wheat,1.98,261.81
293.73,24.32,84.77,loam,wheat,2.08,357.91
152.78,34.19,40.16,clay,sugarcane,3.2,357.61
161.18,38.7,86.7,clay,rice,4.89,446.88
194.14,31.3,46.87,sandy,cotton,1.26,383.98
295.84,32.23,42.0,clay,wheat,1.98,592.99
110.4,21.38,42.77,clay,sugarcane,3.14,266.07
220.32,37.29,57.45,loam,maize,1.27,336.09
229.0,25.71,71.04,clay,cotton,3.7,576.41
201.83,32.3,60.12,clay,rice,2.32,393.11
72.14,39.58,41.28,loam,sugarcane,4.77,656.89
219.22,31.91,63.82,silt,cotton,3.33,662.21
66.02,34.49,62.11,sandy,rice,2.13,363.04
199.04,28.91,77.84,sandy,rice,3.74,409.59
234.9,21.21,53.98,silt,cotton,4.27,459.9
102.74,35.95,50.88,loam,sugarcane,4.1,677.48
260.41,20.7,52.8,loam,cotton,1.68,344.48
57.59,34.01,55.19,clay,wheat,2.38,424.75
260.95,20.46,69.96,clay,rice,2.53,509.34
165.08,37.25,63.58,sandy,maize,2.25,371.34
104.4,23.15,56.84,sandy,cotton,1.9,264.94
83.44,30.29,58.72,loam,cotton,3.89,299.84
288.33,31.94,58.55,clay,rice,0.56,279.73
68.17,29.15,88.62,loam,rice,1.82,339.08
99.77,26.82,51.65,silt,cotton,1.14,177.97
136.96,29.36,80.9,sandy,maize,1.08,259.37
205.06,26.23,75.41,sandy,rice,1.75,409.95
186.2,28.76,40.28,loam,rice,3.93,622.71
81.41,27.18,89.66,clay,wheat,4.86,275.49
122.43,31.32,77.82,clay,sugarcane,2.82,355.73
109.69,24.76,74.12,silt,wheat,2.03,316.93
103.39,39.77,60.27,silt,maize,4.23,691.08
152.79,30.02,67.76,silt,sugarcane,0.8,268.62
226.01,23.88,52.66,loam,cotton,0.92,339.54
104.36,29.54,41.77,sandy,maize,2.05,333.08
141.67,37.33,81.8,loam,maize,2.52,436.57
147.73,20.44,84.82,loam,wheat,4.09,707.59
294.11,33.59,48.12,clay,sugarcane,4.66,525.16
288.67,30.96,79.35,silt,maize,2.89,601.78
250.03,23.39,77.06,sandy,sugarcane,2.73,630.03
110.41,36.35,48.92,silt,cotton,1.46,347.56
67.01,27.38,61.09,silt,sugarcane,2.53,388.4
129.23,25.88,61.14,silt,wheat,4.66,458.13
116.7,36.56,78.0,sandy,wheat,2.27,457.02
176.48,32.77,81.88,clay,maize,1.45,323.23
244.43,37.97,44.74,sandy,sugarcane,2.02,527.59
264.58,32.6,68.15,sandy,wheat,2.82,640.53
261.22,34.82,78.09,clay,rice,3.19,666.56
139.92,36.73,79.31,sandy,wheat,2.45,271.33
221.81,21.09,47.4,sandy,cotton,3.91,455.22
128.21,35.52,66.28,loam,rice,3.13,590.07
65.23,32.27,82.88,sandy,sugarcane,3.49,323.47
225.39,21.39,55.93,loam,maize,4.38,799.55
52.46,30.17,61.26,loam,rice,4.4,492.31
152.3,21.65,80.22,loam,wheat,1.42,399.57
132.34,34.72,44.47,silt,maize,3.31,454.67
223.34,30.93,82.97,clay,maize,3.72,704.35
241.56,39.07,55.56,silt,maize,1.16,290.43
126.02,23.66,40.07,clay,maize,4.29,325.33
252.91,32.12,51.71,sandy,sugarcane,1.31,382.3
123.48,24.23,44.48,loam,sugarcane,4.1,375.88
161.58,32.28,44.62,silt,sugarcane,1.23,327.36
231.75,34.45,74.64,sandy,wheat,3.84,684.65
223.23,34.45,50.7,silt,sugarcane,1.17,324.36
296.84,36.3,86.74,sandy,maize,2.2,405.12
106.29,37.07,65.82,silt,rice,1.15,241.16
215.58,21.55,63.0,sandy,rice,1.72,369.09
202.42,26.87,61.71,sandy,rice,4.93,459.03
278.77,33.74,74.63,silt,rice,0.98,404.71
89.09,29.97,62.61,sandy,rice,2.33,303.35
237.95,23.81,46.43,loam,cotton,3.55,458.55
192.07,31.05,84.01,loam,rice,0.93,217.36
118.67,28.15,61.42,loam,rice,0.99,97.67
168.61,27.8,43.7,loam,rice,1.14,291.88
133.44,36.2,66.47,clay,wheat,3.4,490.66
194.83,28.15,72.37,silt,cotton,4.59,501.15
272.25,20.53,53.78,loam,rice,4.22,620.98
192.33,21.16,80.02,loam,sugarcane,4.92,778.37
207.93,37.12,73.49,loam,wheat,3.1,656.82
179.69,39.21,72.52,clay,cotton,4.83,480.93
62.79,33.77,61.04,silt,sugarcane,1.87,106.85
108.21,27.29,88.1,sandy,sugarcane,2.4,461.17
173.0,38.77,53.71,clay,wheat,2.28,452.34
127.56,33.26,68.89,loam,sugarcane,0.71,162.1
95.44,36.89,55.45,loam,maize,4.23,344.28
176.03,35.32,77.24,clay,wheat,0.61,225.35
130.7,27.58,42.39,silt,wheat,3.78,596.2
114.53,29.57,42.29,silt,maize,2.33,363.1
166.0,23.72,80.54,sandy,wheat,0.53,272.86
83.32,25.84,61.71,clay,sugarcane,1.8,209.67
281.94,35.56,57.06,silt,sugarcane,2.06,449.42
266.93,37.88,70.38,clay,sugarcane,4.84,841.79
226.91,34.49,75.09,silt,maize,3.47,605.22
76.55,29.3,50.06,silt,sugarcane,2.95,534.97
243.97,21.73,49.27,loam,maize,1.07,354.49
251.99,21.14,87.91,silt,maize,2.26,495.28
241.94,27.49,69.48,silt,maize,0.66,312.9
78.49,29.28,59.51,clay,wheat,3.93,383.79
210.98,32.18,80.07,silt,cotton,1.23,351.7
258.58,20.13,66.26,silt,maize,3.17,508.77
194.34,39.79,52.08,clay,sugarcane,3.65,639.98
211.6,27.28,50.34,silt,maize,2.15,382.78
164.59,36.96,59.84,clay,rice,3.35,441.64
182.18,30.7,82.99,clay,wheat,3.94,585.84
58.59,22.61,43.07,clay,sugarcane,1.33,196.48
209.74,35.95,50.93,clay,wheat,3.2,589.56
70.36,34.2,84.66,loam,wheat,3.8,560.02
158.75,30.55,46.09,loam,rice,2.11,349.39
123.16,30.29,71.48,loam,maize,1.23,318.43
186.36,21.75,50.68,loam,sugarcane,1.79,268.82
83.35,33.12,70.29,clay,cotton,4.7,433.94
222.91,38.22,59.16,clay,wheat,2.11,331.44
248.75,21.86,45.08,clay,cotton,0.98,316.36
90.84,25.27,69.12,clay,cotton,0.87,139.88
76.08,38.05,74.15,loam,maize,1.31,180.72
86.38,25.69,74.01,silt,cotton,1.07,149.61
269.28,33.08,71.85,loam,sugarcane,2.73,657.64
182.05,30.7,65.01,clay,maize,2.06,405.03
166.82,31.93,65.97,clay,cotton,4.29,665.42
76.68,28.32,71.78,silt,maize,4.46,796.79
212.39,26.0,74.51,clay,sugarcane,2.63,536.51
267.0,20.97,72.74,silt,wheat,4.5,665.74
257.05,34.89,69.35,clay,rice,2.53,598.62
206.51,34.92,47.79,silt,maize,3.39,639.92
68.82,33.41,50.53,sandy,rice,1.23,168.06
78.1,32.87,53.01,sandy,wheat,0.74,108.08
62.33,24.87,85.98,sandy,sugarcane,1.22,225.85
114.37,20.45,77.97,sandy,wheat,1.63,274.09
83.92,36.17,67.64,clay,rice,3.88,470.93
115.01,29.82,52.6,clay,sugarcane,1.28,207.87
146.26,26.14,45.54,clay,cotton,1.09,304.96
285.75,22.04,84.94,sandy,cotton,4.67,872.18
202.59,21.25,84.63,silt,maize,3.6,670.52
258.74,26.98,45.53,silt,cotton,2.63,407.9
227.59,36.09,79.86,sandy,rice,0.93,368.87
78.13,38.37,62.33,clay,cotton,4.33,596.17
233.98,37.94,56.2,sandy,maize,0.99,337.4
118.77,38.4,76.96,loam,sugarcane,3.25,332.84
209.78,38.15,70.72,silt,cotton,3.5,481.17
135.24,30.54,79.0,sandy,maize,2.3,546.03
299.42,24.39,43.72,sandy,cotton,4.6,778.69
115.89,35.96,55.93,sandy,cotton,0.73,164.36
119.78,24.27,55.97,sandy,rice,4.18,631.26
282.67,25.34,56.49,clay,maize,2.99,609.68
56.16,24.67,65.12,silt,maize,3.25,321.82
224.17,30.3,54.15,loam,wheat,4.94,1010.43
231.33,26.44,62.22,clay,wheat,3.12,615.66
259.09,23.08,58.39,sandy,maize,4.09,647.02
293.61,29.06,76.76,sandy,rice,1.19,448.45
293.9,37.48,70.18,sandy,cotton,4.14,703.35
66.32,31.41,72.68,sandy,sugarcane,3.92,354.75
255.46,37.57,50.53,silt,cotton,4.86,959.92
211.58,23.92,56.28,sandy,sugarcane,4.71,809.77
211.84,23.34,41.06,loam,rice,1.46,469.74
82.09,31.51,45.42,clay,wheat,2.59,284.41
212.55,29.27,53.25,silt,maize,4.6,504.89
295.62,33.2,43.27,sandy,rice,3.38,473.6
277.95,35.89,70.13,loam,sugarcane,2.59,403.07
159.78,35.03,89.91,clay,maize,0.99,281.01
59.99,38.85,45.04,clay,sugarcane,2.08,332.93
140.57,27.97,81.06,silt,cotton,3.49,357.54
256.6,24.13,45.94,clay,cotton,4.0,783.53
225.37,31.02,73.5,sandy,cotton,2.51,462.8
164.84,22.21,72.16,sandy,maize,0.75,192.32
63.78,25.78,85.14,loam,wheat,3.35,330.43
156.72,24.16,45.7,loam,wheat,4.65,575.22
167.26,27.93,55.77,clay,sugarcane,2.73,317.78
282.14,22.22,44.54,silt,wheat,4.68,646.14
210.27,20.64,60.37,sandy,wheat,2.09,466.93
127.91,33.14,85.58,clay,sugarcane,4.49,420.57
181.33,32.2,79.08,silt,sugarcane,4.04,570.04
66.51,34.17,76.15,clay,sugarcane,4.83,711.31
293.14,33.21,66.65,silt,maize,4.06,517.6
140.01,22.29,84.17,loam,sugarcane,1.95,410.65
169.47,25.82,62.47,sandy,maize,4.55,640.3
138.82,22.59,47.48,loam,maize,3.51,499.22
220.63,36.86,81.88,sandy,maize,1.23,366.52
215.56,34.94,53.98,silt,sugarcane,0.71,333.08
228.83,24.03,42.68,silt,wheat,2.15,453.2
117.04,26.83,46.3,clay,wheat,4.04,483.18
128.92,39.33,70.45,silt,sugarcane,3.28,471.54
81.31,31.88,70.35,silt,wheat,2.87,371.13
213.88,36.02,53.01,clay,sugarcane,0.52,350.2
59.95,25.29,76.36,clay,maize,2.46,251.22
199.42,24.2,78.68,sandy,cotton,1.21,396.2
267.42,35.68,86.03,silt,rice,2.55,531.08
272.71,33.72,69.25,clay,sugarcane,4.96,629.48
162.26,33.62,78.97,sandy,maize,4.46,714.98
164.83,31.05,77.65,sandy,cotton,1.9,361.65
69.24,31.27,52.89,loam,maize,3.17,426.93
217.69,34.71,55.51,clay,rice,2.76,580.62
255.31,25.4,63.92,loam,wheat,1.09,342.51
111.16,27.06,40.95,sandy,wheat,4.95,482.17
155.33,37.43,54.87,silt,maize,2.41,376.67
259.71,26.18,63.69,clay,rice,2.78,605.68
269.28,30.93,45.4,clay,maize,3.41,783.5
110.79,34.05,46.31,sandy,wheat,1.36,299.93
187.64,40.0,63.16,clay,maize,1.5,392.82
98.12,28.71,76.55,sandy,cotton,1.37,242.07
75.47,28.56,81.69,clay,rice,2.23,257.56
277.78,36.85,67.32,clay,wheat,1.4,429.51
255.13,36.11,63.74,silt,maize,4.67,758.11
240.01,34.62,59.21,sandy,rice,3.71,514.76
62.19,29.26,49.65,loam,maize,4.54,402.36
260.93,26.48,47.33,silt,wheat,4.32,931.44
159.51,32.17,79.59,sandy,rice,3.66,663.18
135.6,37.52,63.25,clay,wheat,1.59,219.15
186.62,37.68,79.52,sandy,cotton,3.27,667.83
72.84,22.17,75.2,sandy,cotton,1.34,254.92
239.16,28.57,49.69,silt,sugarcane,1.1,333.35
195.61,29.29,65.52,sandy,rice,3.35,472.68
96.65,39.55,62.2,clay,cotton,3.31,511.78
97.06,33.56,61.19,loam,sugarcane,1.2,153.75
96.06,28.14,67.13,loam,rice,2.09,426.78
64.25,20.52,89.1,clay,wheat,0.8,147.37
196.95,31.31,80.65,loam,maize,3.72,629.12
260.09,21.92,85.19,silt,maize,4.94,642.96
54.37,36.69,41.48,sandy,wheat,3.83,414.31
62.25,35.05,47.02,sandy,cotton,4.3,616.94
193.19,29.21,44.24,loam,maize,2.64,380.04
254.87,28.58,53.16,loam,wheat,0.93,348.46
131.68,37.95,62.09,loam,sugarcane,3.77,631.61
137.4,25.77,72.1,silt,sugarcane,1.65,358.08
199.09,24.98,65.04,sandy,wheat,2.25,581.92
118.55,38.78,85.16,sandy,rice,3.66,521.45
56.65,36.18,86.99,clay,cotton,4.57,611.3
233.81,36.41,48.18,clay,cotton,2.69,473.19
206.41,23.9,82.65,silt,wheat,4.83,647.41
195.19,22.87,64.09,sandy,maize,2.84,440.14
235.42,20.52,62.67,sandy,cotton,1.05,271.16
218.81,24.74,79.25,clay,cotton,2.83,407.93
101.47,35.48,44.66,clay,sugarcane,4.37,572.32
138.12,24.8,84.12,sandy,sugarcane,2.92,399.89
81.53,34.58,73.54,silt,sugarcane,3.86,324.92
82.46,25.04,83.76,loam,cotton,2.97,223.62
219.05,27.91,89.72,silt,cotton,2.96,456.89
264.65,39.66,65.9,sandy,cotton,1.78,534.4
290.68,24.9,44.66,loam,maize,1.41,415.47
207.09,27.53,48.33,silt,maize,1.76,433.91
96.03,26.02,56.18,silt,maize,2.48,254.08
76.41,22.19,45.18,sandy,rice,4.14,490.64
253.21,29.8,80.77,clay,cotton,4.23,825.6
194.69,27.57,54.84,silt,cotton,1.24,283.39
204.57,33.9,88.79,silt,wheat,2.99,594.63
245.37,36.35,75.13,clay,wheat,2.37,535.15
225.82,30.88,48.67,silt,rice,3.07,682.2
258.61,20.64,63.8,silt,wheat,3.41,563.15
64.05,32.38,63.34,clay,maize,1.76,247.63
236.88,21.11,64.63,sandy,rice,4.64,590.12
262.71,32.33,66.78,sandy,rice,4.71,910.96
121.53,33.7,41.56,sandy,rice,0.97,304.25
210.11,23.96,74.32,loam,sugarcane,3.66,491.7
128.54,36.39,64.36,sandy,wheat,0.65,182.59
289.49,38.22,79.55,loam,cotton,0.71,303.36
58.36,36.26,80.77,loam,sugarcane,4.81,721.69
194.95,26.1,51.53,loam,maize,3.63,649.57
91.63,31.73,42.42,clay,sugarcane,1.96,259.53
228.06,38.3,75.16,loam,maize,3.51,737.61
93.97,26.41,88.89,loam,cotton,4.31,640.34
108.85,36.4,62.33,clay,cotton,4.42,700.47
173.59,20.19,52.98,silt,wheat,0.59,182.18
278.71,20.07,47.83,silt,sugarcane,4.18,658.4
102.93,35.19,54.37,loam,cotton,4.34,707.17
86.06,35.23,56.4,sandy,maize,3.18,338.43
239.74,35.78,61.19,silt,cotton,2.66,489.62
175.15,38.6,72.77,sandy,wheat,1.0,278.47
277.95,22.36,53.66,clay,maize,1.58,439.51
86.65,24.64,42.55,silt,rice,2.71,371.26
211.48,38.07,58.66,clay,wheat,4.39,539.73
108.22,23.54,82.78,loam,wheat,4.11,679.44
89.19,33.64,64.92,silt,rice,2.73,231.66
220.86,30.61,88.24,loam,cotton,4.04,603.25
198.42,21.66,65.18,loam,wheat,3.95,758.11
238.71,25.71,53.79,clay,rice,3.11,591.31
127.37,30.41,49.67,silt,rice,1.49,285.32
161.99,37.05,74.73,silt,wheat,2.07,457.78
151.37,34.15,66.82,silt,sugarcane,1.24,220.36
296.02,32.44,70.2,loam,wheat,0.53,377.57
123.06,29.92,77.76,silt,sugarcane,0.86,258.64
123.7,25.97,76.3,sandy,cotton,3.92,435.93
138.64,22.38,42.17,sandy,rice,0.65,211.12
191.15,28.18,80.13,loam,maize,2.3,371.13
113.08,20.57,66.64,clay,wheat,4.94,625.56
278.82,24.22,59.59,sandy,maize,4.08,841.94
116.42,28.65,66.88,clay,cotton,3.88,525.92
273.95,28.37,70.62,silt,wheat,1.74,387.2
75.87,20.89,47.48,sandy,maize,3.39,360.88
214.14,31.78,60.87,loam,cotton,2.74,443.14
276.75,30.99,56.78,loam,sugarcane,3.31,469.43
92.19,21.56,57.52,clay,cotton,2.46,357.05
292.08,38.86,44.57,loam,wheat,2.89,532.13
163.22,21.99,47.99,clay,wheat,4.95,674.74
286.43,37.1,48.09,clay,wheat,1.98,388.38
219.21,20.01,58.66,sandy,cotton,1.47,467.72
125.4,37.65,84.72,sandy,wheat,2.52,510.73
97.08,20.39,50.3,loam,cotton,2.86,373.77
125.93,35.16,60.81,clay,rice,0.89,144.03
73.25,27.23,55.58,sandy,rice,4.13,514.36
85.97,34.76,79.37,silt,rice,2.4,447.73
76.17,28.03,42.51,loam,maize,2.36,445.55
155.74,21.42,49.83,loam,rice,3.46,401.49
248.89,35.35,50.53,silt,rice,3.98,813.1
85.35,21.43,89.65,silt,cotton,4.94,443.29
82.58,38.44,68.54,silt,cotton,1.28,259.76
210.86,21.02,46.95,sandy,wheat,2.06,481.75
99.3,29.59,53.61,silt,wheat,1.26,95.24
74.4,34.46,48.39,loam,wheat,4.46,706.93
91.71,27.86,46.23,sandy,cotton,2.97,297.07
280.93,24.34,79.86,clay,cotton,4.34,755.51
255.37,35.18,64.79,silt,rice,4.93,641.37
138.52,35.69,71.56,loam,sugarcane,2.98,575.09
213.96,38.45,56.56,silt,cotton,1.03,245.71
184.32,27.52,67.68,clay,sugarcane,2.13,277.99
219.28,30.13,52.88,sandy,cotton,0.66,249.45
220.67,27.26,55.4,clay,cotton,4.32,643.48
207.18,25.14,72.61,sandy,maize,0.58,249.96
116.53,35.02,47.52,loam,sugarcane,3.16,326.67
59.75,26.79,70.86,loam,maize,0.98,109.16
163.89,28.56,82.61,loam,rice,0.53,181.32
272.74,28.07,46.02,clay,maize,1.65,462.19
192.37,34.25,84.87,silt,maize,2.98,456.18
258.1,38.36,43.97,silt,rice,0.84,345.72
297.91,33.34,57.45,clay,sugarcane,3.27,527.66
90.9,29.43,70.53,silt,wheat,3.52,577.8
222.94,35.58,67.97,clay,cotton,4.86,633.78
218.57,32.82,44.82,silt,sugarcane,4.55,869.37
294.99,21.21,79.95,sandy,rice,3.05,554.05
296.4,21.91,88.66,loam,maize,4.07,897.65
221.67,20.76,49.06,silt,wheat,2.14,461.5
110.9,29.14,84.76,clay,maize,3.14,458.87
249.64,36.52,67.84,sandy,cotton,2.32,430.74
76.76,26.26,86.8,silt,rice,2.02,207.29
245.17,27.68,48.8,silt,wheat,3.77,813.55
277.55,38.19,79.6,clay,sugarcane,1.84,456.93
145.71,36.74,42.99,sandy,sugarcane,2.21,402.46
207.66,33.3,84.16,loam,rice,2.15,401.14
157.54,25.34,73.71,clay,rice,4.42,783.8
159.44,22.34,58.51,silt,maize,1.27,336.6
127.59,20.32,49.52,loam,wheat,2.22,278.86
240.53,22.14,80.83,silt,cotton,4.5,778.2
284.04,25.85,70.16,clay,rice,0.57,341.89
285.19,31.04,58.02,sandy,wheat,4.77,923.76
93.7,21.28,62.19,loam,rice,4.55,761.21
268.69,22.72,81.33,clay,rice,2.38,619.34
234.36,23.62,56.95,clay,sugarcane,3.44,429.43
113.21,32.64,44.48,loam,wheat,4.96,384.94
66.82,32.32,85.56,sandy,sugarcane,3.0,451.86
117.0,31.02,59.37,silt,sugarcane,0.94,234.17
278.05,25.01,57.42,loam,wheat,4.34,606.06
208.29,27.42,50.22,clay,sugarcane,1.1,308.6
230.26,21.93,84.87,loam,maize,1.66,344.84
114.29,24.53,50.88,loam,cotton,4.43,609.65
229.85,37.95,71.83,sandy,cotton,1.65,492.58
57.03,39.59,84.04,sandy,maize,3.85,477.5
143.83,32.95,41.75,silt,rice,2.51,271.75
206.69,38.34,81.44,loam,sugarcane,3.92,797.62
86.52,32.85,60.53,sandy,cotton,1.55,214.41
255.75,20.66,72.9,sandy,wheat,2.39,504.07
108.76,39.94,58.62,clay,rice,1.93,214.36
213.07,21.98,74.78,sandy,cotton,1.62,244.45
151.3,33.65,52.71,loam,sugarcane,1.91,256.38
199.01,25.06,41.1,loam,cotton,1.95,484.97
76.86,27.84,87.39,clay,sugarcane,4.8,634.13
54.23,32.92,40.82,clay,rice,2.9,383.66
277.39,28.73,81.2,clay,maize,2.58,637.0
117.41,25.01,48.46,loam,sugarcane,2.76,489.1
254.92,26.69,59.61,loam,sugarcane,4.98,683.57
299.84,26.83,81.12,silt,rice,3.44,598.05
102.86,39.19,50.3,sandy,rice,3.67,566.32
116.29,35.97,83.29,clay,wheat,1.91,335.24
215.71,29.17,64.89,sandy,rice,2.62,336.88
291.36,24.0,58.31,sandy,cotton,1.33,480.14
278.95,36.22,73.12,silt,sugarcane,3.58,773.66
175.72,23.14,57.07,loam,maize,2.05,492.19
248.78,24.21,57.36,sandy,rice,3.87,696.43
83.94,27.32,76.68,clay,sugarcane,1.46,263.11
294.36,37.61,55.49,clay,maize,2.32,662.04
291.09,22.64,50.04,loam,wheat,2.62,453.68
90.93,22.44,80.38,loam,cotton,1.25,219.78
124.86,29.88,80.27,loam,wheat,0.81,254.67
75.04,25.53,64.88,clay,rice,1.93,182.77
117.93,31.37,66.33,loam,cotton,2.95,498.51
253.99,29.03,74.8,silt,wheat,3.44,439.26
144.58,28.7,65.46,silt,sugarcane,2.41,394.35
72.1,22.24,60.85,clay,rice,2.75,268.78
135.56,22.82,89.74,silt,wheat,2.94,292.8
295.35,36.42,47.38,sandy,cotton,2.8,487.16
207.42,37.72,69.64,loam,cotton,0.91,241.84
154.04,24.69,84.29,silt,maize,2.32,392.22
91.63,22.27,74.36,loam,cotton,1.42,193.37
296.54,21.07,84.05,silt,cotton,2.9,486.34
255.21,32.17,56.82,loam,rice,3.91,759.05
120.37,34.31,53.6,clay,cotton,3.11,543.6
67.52,27.46,82.56,sandy,maize,1.5,145.12
64.16,33.59,59.71,loam,cotton,1.43,215.52
80.09,34.26,75.48,sandy,maize,0.67,167.42
195.19,38.71,47.39,loam,sugarcane,2.42,373.16
282.19,21.3,77.79,clay,maize,2.45,610.07
174.19,23.85,67.45,sandy,rice,1.56,399.68
260.74,21.37,53.43,silt,wheat,3.94,520.88
161.47,37.36,64.73,sandy,wheat,2.24,298.17
227.15,35.85,74.85,loam,sugarcane,3.51,601.19
232.97,31.49,40.59,sandy,rice,3.38,518.82
93.49,21.67,71.87,clay,sugarcane,3.22,381.25
140.3,25.47,67.08,sandy,sugarcane,4.59,682.7
209.33,25.95,51.01,sandy,cotton,0.57,246.77
67.67,31.21,77.65,sandy,cotton,0.81,232.73
140.39,25.16,55.17,silt,rice,3.75,696.86
183.7,21.46,53.84,sandy,wheat,2.09,296.4
299.06,34.62,63.56,loam,maize,4.94,537.67
168.63,25.98,73.81,loam,cotton,1.47,345.52
254.01,29.05,86.44,sandy,rice,1.33,445.04
158.02,22.55,47.07,sandy,rice,3.15,317.08
249.1,36.05,59.82,silt,wheat,1.76,571.13
198.85,31.31,43.35,clay,rice,2.03,362.19
271.65,38.03,77.93,loam,rice,4.64,605.75
152.74,29.91,62.39,silt,wheat,0.62,199.88
201.08,38.83,75.35,loam,cotton,2.89,592.45
207.5,37.84,56.11,loam,wheat,2.01,450.73
154.35,31.53,82.22,sandy,sugarcane,2.06,340.04
86.08,38.68,66.74,loam,cotton,1.62,279.26
73.39,26.46,87.18,clay,sugarcane,1.11,94.57
54.17,27.31,43.94,clay,rice,0.66,162.73
268.38,20.91,65.71,clay,sugarcane,4.94,835.53
109.12,31.78,78.32,silt,wheat,3.47,345.67
102.88,34.44,70.01,clay,wheat,4.0,695.75
234.01,35.47,41.16,clay,maize,0.79,348.79
130.0,23.0,88.62,loam,rice,0.57,229.55
176.51,28.88,54.91,silt,wheat,3.2,658.31
90.63,23.54,52.46,sandy,cotton,3.76,305.23
289.94,33.24,64.28,silt,wheat,2.28,562.67
262.9,23.16,67.11,silt,cotton,2.24,347.45
265.95,38.08,78.31,sandy,rice,2.23,557.33
151.69,24.61,59.66,sandy,maize,1.19,337.87
240.59,25.83,62.0,sandy,maize,3.89,656.38
85.97,37.02,66.75,loam,sugarcane,1.47,210.7
52.15,29.17,59.72,loam,wheat,1.96,219.8
54.99,20.48,85.73,loam,rice,3.52,515.76
196.65,29.89,82.56,clay,sugarcane,0.5,224.96
163.85,21.69,62.75,sandy,rice,3.95,354.11
179.5,39.71,40.01,loam,rice,4.55,726.36
51.87,31.76,85.05,loam,sugarcane,0.73,125.33
155.67,25.13,46.22,silt,rice,3.16,387.69
229.52,31.27,52.23,loam,sugarcane,2.34,505.17
160.67,21.54,47.62,sandy,wheat,0.85,279.38
233.05,36.0,48.99,sandy,sugarcane,3.57,615.28
108.25,38.51,80.14,clay,wheat,3.26,312.57
253.29,37.49,68.98,clay,maize,3.39,653.28
197.11,26.84,87.8,silt,sugarcane,4.16,639.29
102.69,26.52,51.57,clay,maize,1.79,353.03
109.18,20.7,64.28,sandy,sugarcane,3.55,538.47
207.01,33.03,88.87,clay,rice,3.84,602.15
257.48,30.7,81.32,clay,maize,1.26,442.19
153.91,29.19,76.43,loam,cotton,4.81,850.01
114.58,38.15,49.45,sandy,cotton,2.03,382.03
266.75,23.36,78.47,silt,cotton,3.71,567.48
217.32,20.19,57.38,clay,maize,3.89,501.58
162.02,21.47,66.53,clay,wheat,2.77,514.29
171.98,24.47,70.46,silt,sugarcane,1.08,225.18
101.06,20.67,70.47,silt,rice,1.74,218.92
206.7,30.06,76.33,sandy,rice,1.55,403.32
139.69,26.28,73.09,silt,maize,2.83,497.5
298.91,23.61,43.42,clay,cotton,1.68,486.65
170.05,35.0,62.87,sandy,rice,2.96,624.02
171.47,24.09,73.2,sandy,rice,1.8,388.09
191.46,33.75,54.8,silt,wheat,0.5,237.31
279.19,26.99,55.65,sandy,rice,2.13,390.8
250.2,30.24,46.23,clay,rice,3.23,638.88
162.78,38.68,60.93,clay,sugarcane,3.98,674.15
229.67,20.75,89.34,clay,rice,0.63,322.95
196.56,30.01,54.27,sandy,sugarcane,1.66,257.45
173.09,37.09,66.57,silt,cotton,4.93,789.98
98.08,31.76,77.16,clay,wheat,1.68,305.44
165.98,25.54,40.67,loam,rice,4.0,774.76
111.45,27.95,85.02,silt,wheat,2.79,466.01
278.71,33.61,59.33,sandy,wheat,1.05,290.29
133.85,37.82,83.46,clay,wheat,3.4,409.01
288.07,20.82,41.95,sandy,maize,4.85,945.74
183.26,21.43,47.28,clay,sugarcane,4.49,745.99
207.89,26.5,56.13,sandy,wheat,3.61,395.8
